scene,camera,profile,delta_psnr_vs_standard,delta_ssim_vs_standard,delta_lpips_vs_standard,guard_risky_gaussians,guard_repaired_gaussians,guard_dropped_gaussians,guard_quantized_non_psd_before,guard_final_non_psd,guard_raw_kvp,guard_final_kvp
playroom,6,integer_pd,-1.1960086822509766,-0.00452321767807,-0.0009992122650146,1279,352,0,352,0,455001,457623
playroom,6,opacity_prune,0.4353065490722656,0.0004796981811523,-0.0016980171203613,1279,0,1279,352,0,455001,449897
playroom,6,no_guard,-10.874061584472656,-0.0607749223709106,0.059404045343399,1279,0,0,352,352,455001,455001
playroom,7,wide_control,0.0142383575439453,-7.575750350952148e-05,-0.0010731816291809,1362,0,0,3,3,259895,259895
playroom,7,eigen_floor,-0.006622314453125,-0.0004027485847473,-0.0009324550628662,1362,1362,0,431,0,259895,260128
playroom,7,integer_pd,-0.006622314453125,-0.0004027485847473,-0.0009324550628662,1362,431,0,431,0,259895,260128
playroom,7,opacity_prune,-0.003732681274414,-0.0005865693092346,-0.0008489787578582,1362,0,1362,431,0,259895,259520
playroom,7,no_guard,-0.0065822601318359,-0.0004020929336547,-0.0009311437606811,1362,0,0,431,431,259895,259895
playroom,8,wide_control,-0.008087158203125,-0.0002543926239013,-0.0007240772247314,1028,0,0,1,1,386735,386735
playroom,8,eigen_floor,-0.0136013031005859,-0.000361680984497,-0.0007051229476928,1028,1028,0,317,0,386735,386711
playroom,8,integer_pd,-0.0136013031005859,-0.000361680984497,-0.0007051229476928,1028,317,0,317,0,386735,386711
playroom,8,opacity_prune,-0.0136013031005859,-0.000361680984497,-0.0007051229476928,1028,0,1028,317,0,386735,386711
playroom,8,no_guard,-0.0133419036865234,-0.0003391504287719,-0.0007069110870361,1028,0,0,317,317,386735,386735
playroom,9,wide_control,-0.0035228729248046,-0.0001853704452514,-0.0011203289031982,1065,0,0,0,0,589445,589445
playroom,9,eigen_floor,-0.1383094787597656,-0.000888168811798,-0.0011033713817596,1065,1065,0,240,0,589445,587207
playroom,9,integer_pd,-0.2898445129394531,-0.0022575259208679,-0.0009221732616424,1065,240,0,240,0,589445,589671
playroom,9,opacity_prune,-0.0715141296386718,-0.0002684593200683,-0.0010344386100769,1065,0,1065,240,0,589445,585149
playroom,9,no_guard,-9.037320137023926,-0.0417340993881225,0.0484373271465301,1065,0,0,240,240,589445,589445
playroom,10,wide_control,0.0153884887695312,-0.0001071691513061,-0.0017563700675964,1342,0,0,0,0,266010,266010
playroom,10,eigen_floor,-0.0175399780273437,-0.0002505183219909,-0.0017727315425872,1342,1342,0,411,0,266010,266533
playroom,10,integer_pd,-0.8718605041503906,-0.0004169344902038,-0.0011065602302551,1342,411,0,411,0,266010,266986
playroom,10,opacity_prune,-0.0175399780273437,-0.0002505183219909,-0.0017727315425872,1342,0,1342,411,0,266010,266533
playroom,10,no_guard,-0.0266990661621093,-0.0002011060714721,-0.0017941892147064,1342,0,0,411,411,266010,266010
playroom,11,wide_control,0.0179519653320312,-0.000132143497467,-0.0012579262256622,1420,0,0,1,1,359933,359933
playroom,11,eigen_floor,0.0331916809082031,-0.0003153681755065,-0.0012713074684143,1420,1420,0,379,0,359933,359628
playroom,11,integer_pd,0.03265380859375,-0.0003169178962707,-0.0012702494859695,1420,379,0,379,0,359933,359669
playroom,11,opacity_prune,0.0331916809082031,-0.0003153681755065,-0.0012713074684143,1420,0,1420,379,0,359933,359628
playroom,11,no_guard,-0.0364952087402343,-0.0006709694862365,-0.0010463744401931,1420,0,0,379,379,359933,359933
playroom,12,wide_control,0.0162887573242187,-0.0002364516258239,-0.0009619891643524,1530,0,0,1,1,316596,316596
playroom,12,eigen_floor,0.0107040405273437,-0.0005204081535339,-0.0007574260234832,1530,1530,0,386,0,316596,316597
playroom,12,integer_pd,0.0107040405273437,-0.0005204081535339,-0.0007574260234832,1530,386,0,386,0,316596,316597
playroom,12,opacity_prune,0.0107040405273437,-0.0005204081535339,-0.0007574260234832,1530,0,1530,386,0,316596,316585
playroom,12,no_guard,0.0111541748046875,-0.0005182027816772,-0.0007492005825042,1530,0,0,386,386,316596,316596
playroom,13,wide_control,-0.0307731628417968,-0.0001598000526428,-0.0014867484569549,1211,0,0,0,0,399084,399084
playroom,13,eigen_floor,-0.1106109619140625,-0.0003572106361389,-0.0014064908027648,1211,1211,0,290,0,399084,399107
playroom,13,integer_pd,-0.1106109619140625,-0.0003572106361389,-0.0014064908027648,1211,290,0,290,0,399084,399107
playroom,13,opacity_prune,-0.1106109619140625,-0.0003572106361389,-0.0014064908027648,1211,0,1211,290,0,399084,399107
playroom,13,no_guard,-0.1066646575927734,-0.0003737807273864,-0.0014060884714126,1211,0,0,290,290,399084,399084
playroom,14,wide_control,0.0216579437255859,0.0002188682556152,-0.0010095834732055,1456,0,0,0,0,282604,282604
playroom,14,eigen_floor,-0.0314979553222656,-0.000339388847351,-0.0008376538753509,1456,1456,0,440,0,282604,283708
playroom,14,integer_pd,-0.2774372100830078,-0.0057123899459838,-0.0007635056972503,1456,440,0,440,0,282604,285733
playroom,14,opacity_prune,0.0043010711669921,0.0025773644447326,-0.0008209645748138,1456,0,1456,440,0,282604,282326
playroom,14,no_guard,-0.02484130859375,-0.0002931952476501,-0.0008377432823181,1456,0,0,440,440,282604,282604
playroom,15,wide_control,0.0062274932861328,-0.0002111196517944,-0.0016301870346069,1196,0,0,1,1,319799,319799
playroom,15,eigen_floor,0.0556697845458984,-0.0001824498176574,-0.0010765194892883,1196,1196,0,393,0,319799,320365
playroom,15,integer_pd,-0.2032318115234375,-0.0002830028533935,-0.0010926425457,1196,393,0,393,0,319799,322606
playroom,15,opacity_prune,0.0523548126220703,-0.0001933574676513,-0.0011197328567504,1196,0,1196,393,0,319799,319353
playroom,15,no_guard,-0.2341232299804687,-0.0004388689994812,-0.0008744001388549,1196,0,0,393,393,319799,319799
playroom,16,wide_control,0.0047893524169921,-0.0001835227012634,-0.0011967420578002,1210,0,0,0,0,429742,429742
playroom,16,eigen_floor,-0.0201740264892578,-0.0002724528312683,-0.0011367201805114,1210,1210,0,367,0,429742,429144
playroom,16,integer_pd,-0.0031909942626953,-5.662441253662109e-05,-0.0011002123355865,1210,367,0,367,0,429742,429896
playroom,16,opacity_prune,-0.0233821868896484,-0.0002664327621459,-0.0011493563652038,1210,0,1210,367,0,429742,428492
playroom,16,no_guard,-0.0108051300048828,-0.0002476572990417,-0.0010920464992523,1210,0,0,367,367,429742,429742
playroom,17,wide_control,0.0114822387695312,-0.0002799034118652,-0.0014833211898803,1282,0,0,0,0,400172,400172
playroom,17,eigen_floor,0.0063705444335937,-0.0003973245620727,-0.0013293623924255,1282,1282,0,386,0,400172,400326
playroom,17,integer_pd,0.0058326721191406,-0.0003787279129028,-0.0013251304626464,1282,386,0,386,0,400172,400432
playroom,17,opacity_prune,0.0063705444335937,-0.0003973245620727,-0.0013293623924255,1282,0,1282,386,0,400172,400326
playroom,17,no_guard,0.0045394897460937,-0.0004070997238159,-0.0013381242752075,1282,0,0,386,386,400172,400172
playroom,18,wide_control,-0.0172042846679687,-0.0002892017364501,-0.0015581399202346,1305,0,0,0,0,308896,308896
playroom,18,eigen_floor,-0.0660381317138671,-0.0003949999809265,-0.0013317614793777,1305,1305,0,405,0,308896,309004
playroom,18,integer_pd,-0.0660381317138671,-0.0003949999809265,-0.0013317614793777,1305,405,0,405,0,308896,309004
playroom,18,opacity_prune,-0.0660381317138671,-0.0003949999809265,-0.0013317614793777,1305,0,1305,405,0,308896,309004
playroom,18,no_guard,-0.0632305145263671,-0.0003952383995056,-0.0013315826654434,1305,0,0,405,405,308896,308896
playroom,19,wide_control,0.0024967193603515,-0.0001792311668395,-0.0006411075592041,1157,0,0,0,0,357942,357942
playroom,19,eigen_floor,-0.0477809906005859,-0.0031718611717224,0.0001289546489715,1157,1157,0,304,0,357942,351772
playroom,19,integer_pd,-0.0375175476074218,-0.0027267336845397,0.0001361072063446,1157,304,0,304,0,357942,352089
playroom,19,opacity_prune,-0.07940673828125,-0.0106520056724548,0.0003942549228668,1157,0,1157,304,0,357942,350889
playroom,19,no_guard,-0.0018463134765625,-0.0001068115234375,-0.0002572536468505,1157,0,0,304,304,357942,357942
playroom,20,wide_control,0.0344352722167968,-0.0001053810119628,-0.0013521909713745,1226,0,0,0,0,318997,318997
playroom,20,eigen_floor,0.0474758148193359,-0.0001237392425537,-0.001454472541809,1226,1226,0,334,0,318997,319341
playroom,20,integer_pd,0.0451812744140625,-0.0001376271247863,-0.0014495253562927,1226,334,0,334,0,318997,319662
playroom,20,opacity_prune,0.0474758148193359,-0.0001237392425537,-0.001454472541809,1226,0,1226,334,0,318997,319341
playroom,20,no_guard,0.04962158203125,-0.000123918056488,-0.0014639794826507,1226,0,0,334,334,318997,318997
playroom,21,wide_control,0.0202674865722656,-0.0005895495414733,-0.0014381110668182,1043,0,0,0,0,307659,307659
playroom,21,eigen_floor,0.003143310546875,-0.0016655325889587,-0.0014939904212951,1043,1043,0,328,0,307659,307887
playroom,21,integer_pd,0.005401611328125,-0.0015524625778198,-0.0014821588993072,1043,328,0,328,0,307659,308648
playroom,21,opacity_prune,-0.0013885498046875,-0.0028105974197387,-0.0015194118022918,1043,0,1043,328,0,307659,307454
playroom,21,no_guard,-0.1361808776855468,-0.0018747448921203,-0.0007247328758239,1043,0,0,328,328,307659,307659
playroom,22,wide_control,0.0048904418945312,-0.0003148913383483,-0.0012185275554656,1458,0,0,3,3,308858,308858
playroom,22,eigen_floor,-0.1404075622558593,-0.0008830428123474,-0.0009131729602813,1458,1458,0,427,0,308858,309300
playroom,22,integer_pd,-0.1404075622558593,-0.0008830428123474,-0.0009131729602813,1458,427,0,427,0,308858,309300
playroom,22,opacity_prune,-0.1404075622558593,-0.0008830428123474,-0.0009131729602813,1458,0,1458,427,0,308858,309300
playroom,22,no_guard,-0.1398086547851562,-0.0008825659751892,-0.0009060204029083,1458,0,0,427,427,308858,308858
playroom,23,wide_control,-0.0013809204101562,-0.0004006028175354,-0.0005917400121688,511,0,0,1,1,505849,505849
playroom,23,eigen_floor,0.0151519775390625,0.0001711249351501,-0.0004729628562927,511,511,0,169,0,505849,506274
playroom,23,integer_pd,0.0323314666748046,0.0004213452339172,-0.0005401968955993,511,169,0,169,0,505849,507055
playroom,23,opacity_prune,0.0126571655273437,7.402896881103516e-05,-0.0004477798938751,511,0,511,169,0,505849,506188
playroom,23,no_guard,0.0158309936523437,1.2159347534179688e-05,-0.0004772841930389,511,0,0,169,169,505849,505849
playroom,24,wide_control,-0.0229072570800781,-0.0003429651260375,-0.0008981227874755,531,0,0,0,0,506752,506752
playroom,24,eigen_floor,-0.0517539978027343,-0.0006461143493652,-0.0005693286657333,531,531,0,182,0,506752,505008
playroom,24,integer_pd,-0.0517539978027343,-0.0006461143493652,-0.0005693286657333,531,182,0,182,0,506752,505008
playroom,24,opacity_prune,-0.0544052124023437,-0.000693917274475,-0.0005560517311096,531,0,531,182,0,506752,504817
playroom,24,no_guard,-0.0410575866699218,-0.000354528427124,-0.0005986988544464,531,0,0,182,182,506752,506752
playroom,25,wide_control,0.0172576904296875,-0.0001993775367736,-0.0009848475456237,1053,0,0,1,1,330433,330433
playroom,25,eigen_floor,-0.0110549926757812,-0.0003096461296081,-0.0008927881717681,1053,1053,0,406,0,330433,330455
playroom,25,integer_pd,-0.0110549926757812,-0.0003096461296081,-0.0008927881717681,1053,406,0,406,0,330433,330455
playroom,25,opacity_prune,-0.0110549926757812,-0.0003096461296081,-0.0008927881717681,1053,0,1053,406,0,330433,330455
playroom,25,no_guard,-0.0110206604003906,-0.000309407711029,-0.0008920729160308,1053,0,0,406,406,330433,330433
playroom,26,wide_control,-0.0089645385742187,-0.0002881288528442,-0.0012629032135009,1111,0,0,0,0,379404,379404
playroom,26,eigen_floor,-0.0207901000976562,-0.0005179047584533,-0.0011757016181945,1111,1111,0,327,0,379404,379759
playroom,26,integer_pd,-0.0207901000976562,-0.0005179047584533,-0.0011757016181945,1111,327,0,327,0,379404,379759
playroom,26,opacity_prune,-0.020782470703125,-0.0005178451538085,-0.0011756420135498,1111,0,1111,327,0,379404,379755
playroom,26,no_guard,-0.0107574462890625,-0.0006082653999328,-0.0010622441768646,1111,0,0,327,327,379404,379404
playroom,27,wide_control,0.0186309814453125,-0.0001358389854431,-0.0012189745903015,1161,0,0,0,0,440326,440326
playroom,27,eigen_floor,0.0436553955078125,-0.0003015995025634,-0.0012328177690505,1161,1161,0,300,0,440326,439851
playroom,27,integer_pd,0.0436725616455078,-0.0003015995025634,-0.0012329220771789,1161,300,0,300,0,440326,439896
playroom,27,opacity_prune,0.04754638671875,-0.0005955696105957,-0.0012128800153732,1161,0,1161,300,0,440326,439058
playroom,27,no_guard,0.0436420440673828,-0.0003018975257873,-0.0012316107749938,1161,0,0,300,300,440326,440326
playroom,28,wide_control,0.0457496643066406,-8.940696716308594e-07,-0.0012179613113403,1306,0,0,0,0,281181,281181
playroom,28,eigen_floor,-0.0173454284667968,-0.0004932284355163,-0.001051127910614,1306,1306,0,371,0,281181,281540
playroom,28,integer_pd,-0.017242431640625,-0.0004708170890808,-0.001040756702423,1306,371,0,371,0,281181,282442
playroom,28,opacity_prune,-0.1122703552246093,-0.0002258419990539,-0.001040905714035,1306,0,1306,371,0,281181,278366
playroom,28,no_guard,-0.0400657653808593,-0.0003479123115539,-0.00101038813591,1306,0,0,371,371,281181,281181
truck,1,wide_control,-0.0208072662353515,-0.0002158284187316,-0.0008741617202758,313,0,0,0,0,568732,568732
truck,1,eigen_floor,-0.0975208282470703,-0.0008962750434875,-0.0005887597799301,313,313,0,81,0,568732,567376
truck,1,integer_pd,-0.0622329711914062,-0.0008469820022583,-0.0004477202892303,313,81,0,81,0,568732,568135
truck,1,opacity_prune,-0.288726806640625,-0.0018386244773864,-0.0009001046419143,313,0,313,81,0,568732,565394
truck,1,no_guard,-0.0503387451171875,-0.0009474754333496,-0.0007184445858001,313,0,0,81,81,568732,568732
truck,2,wide_control,-0.0133075714111328,-0.000177264213562,-0.0006797462701797,246,0,0,0,0,553100,553100
truck,2,eigen_floor,-0.0522480010986328,-0.0008112788200378,-0.0001197308301925,246,246,0,61,0,553100,552839
truck,2,integer_pd,-0.0537242889404296,-0.0006064176559448,-0.0001486986875534,246,61,0,61,0,553100,553572
truck,2,opacity_prune,-0.064004898071289,-0.001116394996643,-0.0002512633800506,246,0,246,61,0,553100,551484
truck,2,no_guard,-0.059579849243164,-0.0006195306777954,-0.0002682507038116,246,0,0,61,61,553100,553100
truck,3,wide_control,-0.0072135925292968,-0.0003630518913269,-0.0007362365722656,412,0,0,0,0,422878,422878
truck,3,eigen_floor,-0.7921161651611328,-0.0094191431999206,0.0027090013027191,412,412,0,87,0,422878,422812
truck,3,integer_pd,-0.9049625396728516,-0.0101457834243774,0.0029694736003875,412,87,0,87,0,422878,423846
truck,3,opacity_prune,-0.7495441436767578,-0.0084778666496276,0.0024200528860092,412,0,412,87,0,422878,420331
truck,3,no_guard,-0.8436298370361328,-0.0090799927711486,0.0030785501003265,412,0,0,87,87,422878,422878
truck,4,wide_control,-0.0182456970214843,-0.0001114606857299,-0.0008760243654251,273,0,0,0,0,555346,555346
truck,4,eigen_floor,-0.0094852447509765,4.3392181396484375e-05,-0.0008356273174285,273,273,0,83,0,555346,552682
truck,4,integer_pd,-0.0553455352783203,3.88026237487793e-05,-0.0007391571998596,273,83,0,83,0,555346,553277
truck,4,opacity_prune,-0.1632575988769531,-0.0004768967628479,-0.0008879303932189,273,0,273,83,0,555346,551410
truck,4,no_guard,-0.8727531433105469,-0.0098037719726562,0.0019155740737915,273,0,0,83,83,555346,555346
truck,5,wide_control,-0.0078754425048828,-0.0001714825630187,-0.0006717145442962,236,0,0,0,0,533282,533282
truck,5,eigen_floor,-0.0244636535644531,-0.0004096627235412,-0.0002307742834091,236,236,0,64,0,533282,532775
truck,5,integer_pd,-0.0278472900390625,-0.000372290611267,-0.0002904385328292,236,64,0,64,0,533282,533087
truck,5,opacity_prune,-0.1769065856933593,-0.0014441013336181,-0.0005027949810028,236,0,236,64,0,533282,531452
truck,5,no_guard,-0.0167484283447265,-0.000140905380249,0.0020307600498199,236,0,0,64,64,533282,533282
truck,6,wide_control,-0.0022735595703125,-0.0001901388168334,-0.0006909370422363,301,0,0,0,0,490708,490708
truck,6,eigen_floor,-0.0316619873046875,-0.0004315972328186,-0.0004689991474151,301,301,0,66,0,490708,490215
truck,6,integer_pd,-0.0437831878662109,-0.0005567073822021,-0.0004540681838989,301,66,0,66,0,490708,490756
truck,6,opacity_prune,-0.2950820922851562,-0.0014370679855346,-0.0005511790513992,301,0,301,66,0,490708,487884
truck,6,no_guard,-0.0444164276123046,-0.0005613565444946,-0.0004518330097198,301,0,0,66,66,490708,490708
truck,7,wide_control,-0.0124359130859375,-0.0002239346504211,-0.0006080120801925,253,0,0,0,0,592349,592349
truck,7,eigen_floor,-0.007720947265625,-0.0005791783332824,-0.0003973841667175,253,253,0,69,0,592349,592872
truck,7,integer_pd,-0.0009651184082031,-0.00052410364151,-0.0003823488950729,253,69,0,69,0,592349,593420
truck,7,opacity_prune,-0.0092182159423828,-0.0006213784217834,-0.0004036873579025,253,0,253,69,0,592349,592215
truck,7,no_guard,-0.0215950012207031,-0.0005968213081359,-0.0003398805856704,253,0,0,69,69,592349,592349
truck,8,wide_control,-0.0117988586425781,-0.0001903772354125,-0.0006975382566452,361,0,0,0,0,580401,580401
truck,8,eigen_floor,-0.1301193237304687,-0.0005109906196594,-0.0005067884922027,361,361,0,77,0,580401,579849
truck,8,integer_pd,-0.1267223358154297,-0.0006471276283264,-0.0003933459520339,361,77,0,77,0,580401,579937
truck,8,opacity_prune,-0.1646995544433593,-0.0006819367408752,-0.0005262047052383,361,0,361,77,0,580401,579484
truck,8,no_guard,-0.8082122802734375,-0.0064780712127685,0.0041386932134628,361,0,0,77,77,580401,580401
truck,9,wide_control,0.0134143829345703,-0.0001001954078674,-0.0006574094295501,287,0,0,1,1,558115,558115
truck,9,eigen_floor,0.0022449493408203,-0.0004586577415466,-0.0003826171159744,287,287,0,77,0,558115,559095
truck,9,integer_pd,-0.0065078735351562,-0.0004254579544067,-0.0003786385059356,287,77,0,77,0,558115,559533
truck,9,opacity_prune,0.0144424438476562,-0.0003161430358886,-0.0003558993339538,287,0,287,77,0,558115,556666
truck,9,no_guard,-0.0799179077148437,-0.0006685853004455,-0.0003842562437057,287,0,0,77,77,558115,558115
truck,10,wide_control,0.0046806335449218,-0.0001224279403686,-0.0006411373615264,285,0,0,0,0,493007,493007
truck,10,eigen_floor,-0.0429630279541015,-0.0006254315376281,-0.0004664808511734,285,285,0,57,0,493007,493765
truck,10,integer_pd,-0.0429630279541015,-0.0006254315376281,-0.0004664808511734,285,57,0,57,0,493007,493765
truck,10,opacity_prune,-0.0429248809814453,-0.0006078481674194,-0.0004758685827255,285,0,285,57,0,493007,493298
truck,10,no_guard,-0.0383529663085937,-0.0005831718444824,-0.0005293786525726,285,0,0,57,57,493007,493007
truck,11,wide_control,-0.0035648345947265,-0.0001569390296936,-0.0006563663482666,273,0,0,1,1,563066,563066
truck,11,eigen_floor,-0.679962158203125,-0.0065016150474548,0.0017454624176025,273,273,0,77,0,563066,564003
truck,11,integer_pd,-0.6806049346923828,-0.0065054893493652,0.0017473101615905,273,77,0,77,0,563066,564024
truck,11,opacity_prune,-0.19781494140625,-0.002140462398529,0.0009421408176422,273,0,273,77,0,563066,562705
truck,11,no_guard,-0.6893577575683594,-0.006188690662384,0.0017437189817428,273,0,0,77,77,563066,563066
truck,12,wide_control,-0.0100040435791015,-0.0001983046531677,-0.0005477368831634,327,0,0,0,0,573466,573466
truck,12,eigen_floor,-0.056833267211914,-0.0004733800888061,-0.0003971010446548,327,327,0,71,0,573466,572665
truck,12,integer_pd,-0.0577125549316406,-0.0004777312278747,-0.000397965312004,327,71,0,71,0,573466,572728
truck,12,opacity_prune,-0.1114997863769531,-0.0007222890853881,-0.0004326999187469,327,0,327,71,0,573466,572111
truck,12,no_guard,-0.0607490539550781,-0.0005338788032531,-0.0003883838653564,327,0,0,71,71,573466,573466
truck,13,wide_control,-0.0065860748291015,-6.192922592163086e-05,-0.0005083829164505,400,0,0,0,0,553641,553641
truck,13,eigen_floor,-0.0768451690673828,-0.0003163218498229,-0.0003409534692764,400,400,0,88,0,553641,552619
truck,13,integer_pd,-0.0518245697021484,-0.0003459453582763,-0.0003107190132141,400,88,0,88,0,553641,553299
truck,13,opacity_prune,-0.081003189086914,-0.0002253055572509,-0.000410258769989,400,0,400,88,0,553641,551658
truck,13,no_guard,-0.0404338836669921,-0.0003331303596496,-0.0002959072589874,400,0,0,88,88,553641,553641
truck,14,wide_control,-0.0090103149414062,-0.0001707077026367,-0.0006614625453948,324,0,0,0,0,502729,502729
truck,14,eigen_floor,-0.0253543853759765,-0.0006701946258544,-0.0004090368747711,324,324,0,91,0,502729,501918
truck,14,integer_pd,-0.0222244262695312,-0.0005576014518737,-0.0003184080123901,324,91,0,91,0,502729,502572
truck,14,opacity_prune,-0.0386981964111328,-0.0007776021957397,-0.0007844865322113,324,0,324,91,0,502729,501294
truck,14,no_guard,-0.0549488067626953,-0.0009019970893859,0.0002375245094299,324,0,0,91,91,502729,502729
truck,15,wide_control,-0.0089378356933593,-0.0001518726348876,-0.0006702095270156,315,0,0,0,0,517129,517129
truck,15,eigen_floor,-0.086456298828125,-0.0007579326629638,-0.0004491060972213,315,315,0,89,0,517129,514829
truck,15,integer_pd,-0.086456298828125,-0.0007579326629638,-0.0004491060972213,315,89,0,89,0,517129,514829
truck,15,opacity_prune,-0.1373558044433593,-0.0012107491493225,-0.0005984604358673,315,0,315,89,0,517129,513212
truck,15,no_guard,-0.0200424194335937,-0.0004513263702392,-0.0001596212387084,315,0,0,89,89,517129,517129
truck,16,wide_control,-0.0113468170166015,-0.0001748204231262,-0.0006420463323593,158,0,0,0,0,511668,511668
truck,16,eigen_floor,-0.0527191162109375,-0.0005225539207458,-0.0003987550735473,158,158,0,42,0,511668,511867
truck,16,integer_pd,-0.0527191162109375,-0.0005225539207458,-0.0003987550735473,158,42,0,42,0,511668,511867
truck,16,opacity_prune,-0.0527191162109375,-0.0005225539207458,-0.0003987550735473,158,0,158,42,0,511668,511867
truck,16,no_guard,-0.0521202087402343,-0.0005138516426086,-0.0004031062126159,158,0,0,42,42,511668,511668
truck,17,wide_control,-0.0124454498291015,-8.910894393920898e-05,-0.0008718818426132,403,0,0,0,0,510440,510440
truck,17,eigen_floor,-0.2523040771484375,-0.0007580518722534,-0.0007272809743881,403,403,0,79,0,510440,508294
truck,17,integer_pd,-0.2311458587646484,-0.0007587075233459,-0.000665932893753,403,79,0,79,0,510440,508493
truck,17,opacity_prune,-0.5898895263671875,-0.0027467012405395,-0.0012367516756057,403,0,403,79,0,510440,505471
truck,17,no_guard,-0.1092910766601562,-0.0015451312065124,-1.290440559387207e-05,403,0,0,79,79,510440,510440
truck,18,wide_control,-0.0135364532470703,-0.000212013721466,-0.0002259463071823,391,0,0,2,2,454562,454562
truck,18,eigen_floor,-0.1398563385009765,-0.0011468529701232,-0.0002670288085937,391,391,0,94,0,454562,452958
truck,18,integer_pd,-0.0896759033203125,-0.0006565451622009,-0.0001830756664276,391,94,0,94,0,454562,453657
truck,18,opacity_prune,-0.5294227600097656,-0.0029093027114868,-0.0003717839717864,391,0,391,94,0,454562,450909
truck,18,no_guard,-0.0870590209960937,-0.0006660819053649,-0.0001368671655654,391,0,0,94,94,454562,454562
truck,19,wide_control,-0.003122329711914,-0.0002332329750061,-0.0005862116813659,252,0,0,0,0,570032,570032
truck,19,eigen_floor,-0.0224208831787109,-0.0003663897514343,-0.0005086213350296,252,252,0,89,0,570032,570081
truck,19,integer_pd,-0.02264404296875,-0.0003690123558044,-0.0005086511373519,252,89,0,89,0,570032,570129
truck,19,opacity_prune,-0.0293750762939453,-0.0003281831741333,-0.0006318241357803,252,0,252,89,0,570032,569089
truck,19,no_guard,-0.0148372650146484,-0.0003506541252136,-0.0004933923482894,252,0,0,89,89,570032,570032
truck,20,wide_control,-0.0099010467529296,-0.000129759311676,-0.0006843507289886,279,0,0,1,1,531695,531695
truck,20,eigen_floor,-0.0925273895263671,-0.000365674495697,-0.0003609955310821,279,279,0,61,0,531695,530302
truck,20,integer_pd,-2.865377426147461,-0.0129250884056091,0.0047829151153564,279,61,0,61,0,531695,531727
truck,20,opacity_prune,-0.09320068359375,-0.0003654360771179,-0.0003503113985061,279,0,279,61,0,531695,530236
truck,20,no_guard,-2.644718170166016,-0.0125888586044311,0.0068497061729431,279,0,0,61,61,531695,531695
truck,21,wide_control,-0.0168094635009765,-0.0003800988197326,-0.0006207078695297,372,0,0,0,0,571888,571888
truck,21,eigen_floor,-0.0258750915527343,-0.0007365345954895,-0.0003716945648193,372,372,0,95,0,571888,572140
truck,21,integer_pd,-0.0239830017089843,-0.0007651448249816,-0.0002987831830978,372,95,0,95,0,571888,572510
truck,21,opacity_prune,-0.0494709014892578,-0.0008487105369567,-0.0003468394279479,372,0,372,95,0,571888,571585
truck,21,no_guard,-0.0270805358886718,-0.0009745359420776,-0.0001595169305801,372,0,0,95,95,571888,571888
truck,22,wide_control,5.7220458984375e-06,4.3392181396484375e-05,-0.000593215227127,384,0,0,0,0,553072,553072
truck,22,eigen_floor,-0.0816535949707031,0.0005315542221069,-0.0004572719335556,384,384,0,92,0,553072,549516
truck,22,integer_pd,-0.0799217224121093,0.0004600882530212,-0.0004128813743591,384,92,0,92,0,553072,550265
truck,22,opacity_prune,-0.0459556579589843,0.0012872815132141,-0.0010014772415161,384,0,384,92,0,553072,546501
truck,22,no_guard,-0.1809539794921875,-0.0022307038307189,0.0004522800445556,384,0,0,92,92,553072,553072
truck,23,wide_control,-0.0224857330322265,-0.0001763105392456,-0.0005684792995452,383,0,0,0,0,509854,509854
truck,23,eigen_floor,-0.0760726928710937,-0.0006479620933532,-0.0001689195632934,383,383,0,110,0,509854,510090
truck,23,integer_pd,-0.0760726928710937,-0.0006479620933532,-0.0001689195632934,383,110,0,110,0,509854,510099
truck,23,opacity_prune,0.1100330352783203,-4.684925079345703e-05,-0.0003537237644195,383,0,383,110,0,509854,507464
truck,23,no_guard,-0.0536098480224609,-0.0007272362709045,-0.0001630187034606,383,0,0,110,110,509854,509854
truck,24,wide_control,-0.03643798828125,-0.0002264380455017,-0.0006324797868728,373,0,0,0,0,526417,526417
truck,24,eigen_floor,-1.87934684753418,-0.0084421634674072,0.0032631754875183,373,373,0,91,0,526417,526809
truck,24,integer_pd,-2.116971969604492,-0.0112703442573547,0.0048853009939193,373,91,0,91,0,526417,527864
truck,24,opacity_prune,-1.894439697265625,-0.0084351897239685,0.0032619386911392,373,0,373,91,0,526417,526272
truck,24,no_guard,-1.8265552520751955,-0.0092372894287109,0.004030019044876,373,0,0,91,91,526417,526417
truck,25,wide_control,-0.0130653381347656,-0.0002291798591613,-0.0010699927806854,249,0,0,0,0,543816,543816
truck,25,eigen_floor,-0.1711788177490234,-0.0006429553031921,-0.000515192747116,249,249,0,52,0,543816,543819
truck,25,integer_pd,-0.1711883544921875,-0.0006430149078369,-0.0005144923925399,249,52,0,52,0,543816,543860
truck,25,opacity_prune,-0.1342220306396484,-0.0007460117340087,-0.0007626712322235,249,0,249,52,0,543816,542263
truck,25,no_guard,0.0036487579345703,-0.0006348490715026,-0.0003493577241897,249,0,0,52,52,543816,543816
truck,26,wide_control,-0.0103187561035156,-0.0002480745315551,-0.0007895678281784,256,0,0,0,0,533483,533483
truck,26,eigen_floor,-0.0032558441162109,-0.0002511739730834,-0.0002632290124893,256,256,0,55,0,533483,533451
truck,26,integer_pd,-0.3539237976074219,-0.0055372714996337,0.0016269087791442,256,55,0,55,0,533483,534494
